"Title","Domain","File"
"""Design and Implementation of UART With Effective Serial Communication | IEEE Conference Publication | IEEE Xplore""","tech/peripheral","src-ieeexplore-abstract-document-10673484.md"
"Snapchat Unveils Lens Studio AI, Spectacles Commerce, and AR Gaming Upgrades at Lens Fest 2025","industry/smart-glasses","src-influencermarketinghub-snapchat-lens-studio-ai-spe.md"
"Snapchat Unveils Lens Studio AI, Spectacles Commerce, and AR Gaming Upgrades at Lens Fest 2025","industry/smart-glasses","src-influencermarketinghub-snapchat-lens-studio-ai-spectacles-comme.md"
"Linux IO 瀛愮郴缁熷叏娴佺▼","tech/bsp","src-io-subsystem-overview.md"
"IOMMU 绠€浠?page_type: source","tech/bsp","src-iommu-intro.md"
"Linux 鎿嶄綔瀵勫瓨鍣ㄥ墠涓轰粈涔堣 ioremap","tech/bsp","src-ioremap-why.md"
"IO瀛愮郴缁熷叏娴佺▼浠嬬粛","tech/bsp","src-io子系统全流程介绍.md"
"Omdia锛?025骞碝ini LED鑳屽厜LCD TV鍑鸿揣灏嗚秴瓒奜LED TV","industry/tv","src-ithome-0-841-993htm.md"
"2026 - Rising at Dawn, Forging a New Path - JBD","industry/smart-glasses","src-jb-display-newsdetails-85html.md"
"LED Backlight Drivers ICs - Kinetic Technologies","tech/tv-backlight","src-kinet-ic-display-power-led-backlight-drivers-ics.md"
"KINIBI TEE 鐨勫彲淇＄幆澧冨強鐩稿叧婕忔礊涓庡埄鐢ㄦ柟娉?page_type: source","tech/bsp","src-kinibi-tee-的可信环境及相关漏洞与利用方法.md"
"""Mastering I2C Drivers on Embedded Linux | Kite Metric""","tech/peripheral","src-kitemetric-blogs-mastering-i2c-drivers-on-embedded.md"
"kmalloc涓庣‖浠禼ache涓€鑷存€?page_type: source","tech/soc-pm","src-kmalloc与硬件cache一致性.md"
"BOE attends SID Display Week 2024, making waves with AI-powered display technologies","tech/tv-backlight","src-koreaherald-article-3394189.md"
"L1锛孡2锛孡3 Cache绌剁珶鍦ㄥ摢閲岋紵","tech/soc-pm","src-l1-l2-l3-cache究竟在哪里.md"
"Mini-LED vs OLED: The Battle for Automotive Display Supremacy in 2025","industry/car-infotainment","src-lamboiparts-blogs-car-dvr-the-battle-for-automotiv.md"
"Mini-LED vs OLED - The Battle for Automotive Display Supremacy in 2025","industry/car-infotainment","src-lamboiparts-blogs-car-dvr-the-battle-for-automotive-.md"
"""[Exclusive Interview] WG Tech Advances Premium Micro/Mini LED Display Technologies""","tech/tv-backlight","src-ledinside-interview-2025-4-2025-04-23-09.md"
"[Exclusive Interview] WG Tech Advances Premium Micro/Mini LED Display Technologies, Widely Recognized by Leading Brands - LEDinside","tech/tv-backlight","src-ledinside-interview-2025-4-2025_04_23_09.md"
"JBD Launches the ""Roadrunner"" Platform - MicroLED Microdisplays with 2.5-渭m Pixel Pitch","industry/smart-glasses","src-ledinside-news-2025-10-2025_10_16_03.md"
"""[News] Mini LED Backlight Enters the 2.0 Era""","tech/tv-backlight","src-ledinside-news-2025-2-2025-02-20-01.md"
"[News] Mini LED Backlight Enters the 2.0 Era - LEDinside","tech/tv-backlight","src-ledinside-news-2025-2-2025_02_20_01.md"
"""Full Array Local Dimming Mini-LED Evolution: LTS's Pioneering Journey""","tech/tv-backlight","src-lincolntechsolutions-blog-full-array-local-dimming-mini-led-e.md"
"Full Array Local Dimming Mini-LED Evolution: LTS鈥檚 Pioneering Journey - Lincoln Technology Solutions","tech/tv-backlight","src-lincolntechsolutions-blog-full-array-local-dimming.md"
"Linux 璁惧椹卞姩姒傝堪","tech/bsp","src-linux-device-driver-overview.md"
"Linux 搴曞眰椹卞姩鍩虹璁ょ煡","tech/bsp","src-linux-driver-basics.md"
"Linux iio 瀛愮郴缁?page_type: source","tech/peripheral","src-linux-iio-子系统.md"
"Linux input 瀛愮郴缁?page_type: source","tech/peripheral","src-linux-input-子系统.md"
"Linux input 瀛愮郴缁熻瑙?page_type: source","tech/peripheral","src-linux-input-子系统详解.md"
"Linux 涓柇澶勭悊婕旇繘","tech/bsp","src-linux-interrupt-evolution.md"
"Linux leds 瀛愮郴缁?page_type: source","tech/peripheral","src-linux-leds-子系统.md"
"Linux 鍐呮牳鍐呭瓨鏄犲皠","tech/bsp","src-linux-memory-mapping.md"
"Linux 鎸傝浇姒傚康璇﹁В","tech/bsp","src-linux-mount-concept.md"
"Linux 鎸傝浇涓?/dev 璁块棶鐨勫尯鍒?page_type: source","tech/bsp","src-linux-mount-vs-dev.md"
"Linux 鐢垫簮绠＄悊妗嗘灦","tech/bsp","src-linux-power-management.md"
"Linux pwm 瀛愮郴缁?page_type: source","tech/peripheral","src-linux-pwm-子系统.md"
"Linux 绯荤粺浼戠湢浠嬬粛","tech/bsp","src-linux-suspend-intro.md"
"Linux 绯荤粺浼戠湢鍞ら啋","tech/bsp","src-linux-suspend-resume.md"
"Linux 涓轰粈涔堣鎸傝浇","tech/bsp","src-linux-why-mount.md"
"Linux 涓婭nput绯荤粺搴旂敤缂栫▼瀹炴垬","tech/peripheral","src-linux-下input系统应用编程实战.md"
"linux 鎸傝浇 鍒板簳鏄粈涔堜綔鐢ㄥ憿锛屽彲涓嶅彲浠ュ洖绛斿緱褰㈣薄鐐瑰晩锛?  Linux娈靛瓙鎵嬭€佺帇 鐨勫洖绛?page_type: source","tech/bsp","src-linux-挂载-到底是什么作用呢-可不可以回答得形象点啊-linux段子手老王-的回答.md"
"linux涓轰粈涔堣鎸傝浇锛岀洿鎺ヨ闂甦ev鐩綍涓嶈鍚楋紵   閱夊崸娌欏満 鐨勫洖绛?page_type: source","tech/bsp","src-linux为什么要挂载-直接访问dev目录不行吗-醉卧沙场-的回答.md"
"dd if=/dev/sdb4 of=/tmp/test bs=4M count=2","tech/bsp","src-linux为什么访问设备数据先要mount-醉卧沙场-的回答.md"
"Linux鍐呮牳涔媝inctrl瀛愮郴缁?page_type: source","tech/peripheral","src-linux内核之pinctrl子系统.md"
"linux绯荤粺浼戠湢锛堜竴锛変紤鐪犱粙缁?page_type: source","tech/bsp","src-linux系统休眠-一-休眠介绍.md"
"Linux椹卞姩涔婭2C椹卞姩鏋舵瀯","tech/peripheral","src-linux驱动之i2c驱动架构.md"
"Linux椹卞姩鍒嗘瀽涔婼PI椹卞姩鏋舵瀯","tech/peripheral","src-linux驱动分析之spi驱动架构.md"
"little kernel鍒嗘瀽","tech/bsp","src-little-kernel分析.md"
"SLAM system for AR/VR - Next-Gen Full Fusion Tracking","industry/smart-glasses","src-lp-research-slam-system-ar-vr-tracking.md"
"Apple Removes '2024' Timeframe From Next-Generation CarPlay Page","industry/car-infotainment","src-macrumors-2025-01-23-apple-removes-2024-from-next-.md"
"Apple Removes '2024' Timeframe From Next-Generation CarPlay Page - MacRumors","industry/car-infotainment","src-macrumors-2025-01-23-apple-removes-2024-from-next.md"
"Untitled","tech/dram","src-mapyourshow-mys_shared-dcon23-handouts-paper_track.md"
"AI Smart Glasses Consumer Market Research Report 2034","industry/smart-glasses","src-marketintelo-report-ai-smart-glasses-consumer-mark.md"
"AI Smart Glasses Consumer Market Research Report 2034","industry/smart-glasses","src-marketintelo-report-ai-smart-glasses-consumer-market.md"
"""Innovative Memory Solution: Samsung's MCRDIMM Targets High-Performance Computing""","tech/dram","src-mcrdimm-samsung-hpc.md"
"MediaTek 缁撳悎 NVIDIA 鎶€鏈帹鍑?Dimensity Auto 搴ц埍骞冲彴锛屼负姹借溅甯︽潵鍏堣繘鐨?AI 鎶€鏈?page_type: source","industry/car-infotainment","src-mediatek-zh-cn-press-room-mediatek-brings-advance.md"
"鍐呭瓨璇诲彇閫熺巼娴嬭瘯","tech/bsp","src-memory-bandwidth-test.md"
"Memory闂茶皥锛圖RAM锛孲RAM锛?page_type: source","tech/dram","src-memory闲谈-dram-sram.md"
"MicroLED TVs Overview","industry/tv","src-microled-info-microled-tv.md"
"Micron Ships World's First 1纬-Based LPDDR5X Sample","tech/dram","src-micron-1gamma-lpddr5x.md"
"Advancing DLEP verification and compliance with Cadence Design Systems | Micron Technology Inc.","tech/dram","src-micron-about-blog-memory-dram-advancing-dlep-ve.md"
"""MIPI Alliance Releases I3C Basic v1.2 Utility and Control Bus Interface for Mobile, IoT and Data Center Applications""","tech/peripheral","src-mipi-press-releases-mipi-releases-i3c-basic-v.md"
"Synopsys Accelerates Next-Level Chip Innovation on TSMC Advanced Processes - Apr 24, 2024","tech/dram","src-news-2024-04-24-synopsys-accelerates-next-lev.md"
"At CES 2024, Valeo and Sennheiser present ImagIn - an immersive sound and light experience in your car","industry/car-infotainment","src-newsroom-at-ces-2024-valeo-and-sennheiser-present.md"
"NVIDIA ADAS 鑻变紵杈綝riveOS鍏ラ棬","tech/soc-pm","src-nvidia-adas-英伟达driveos入门.md"
"NVIDIA ADAS 鑻变紵杈綩rin鑺墖浠嬬粛","tech/soc-pm","src-nvidia-adas-英伟达orin芯片介绍.md"
"NVIDIA Unveils DRIVE Thor 鈥?Centralized Car Computer Unifying Cluster, Infotainment, Automated Driving, and Parking in a Single, Cost-Saving System | NVIDIA Newsroom","industry/car-infotainment","src-nvidianews-news-nvidia-unveils-drive-thor-centrali.md"
"NVIDIA Unveils DRIVE Thor 鈥?Centralized Car Computer Unifying Cluster, Infotainment, Automated Driving, and Parking","industry/car-infotainment","src-nvidianews-news-nvidia-unveils-drive-thor-centraliz.md"
"銆怤VMEM瀛愮郴缁熴€戜竴銆丒fuse浠嬬粛鍙婂畨鍏ㄥ惎鍔ㄦ祬鏋?page_type: source","tech/bsp","src-nvmem子系统-一-efuse介绍及安全启动浅析.md"
"""NXP Application Note AN12174""","tech/peripheral","src-nxp-docs-en-application-note-an12174pdf.md"
"""NXP Application Note AN14175""","tech/peripheral","src-nxp-docs-en-application-note-an14175pdf.md"
"Page Fault 澶勭悊鏈哄埗","tech/bsp","src-page-fault-handling.md"
"page fault鏃跺彂鐢熶簡浠€涔?page_type: source","tech/bsp","src-page-fault时发生了什么.md"
"Competitive Landscape of Novatek Microelectronics Corp.","industry/tv","src-portersfiveforce-blogs-competitors-novatek.md"
"power gating涓巆lk gating","tech/soc-pm","src-power-gating与clk-gating.md"
"Global and China Intelligent Vehicle Cockpit-driving Integration Industry Report 2024 Featuring 44 Products and Solutions Suppliers and 9 Major Chip Vendors","industry/car-infotainment","src-prnewswire-news-releases-global-and-china-intellig.md"
"Global and China Intelligent Vehicle Cockpit-driving Integration Industry Report 2024","industry/car-infotainment","src-prnewswire-news-releases-global-and-china-intellige.md"
"RISC-V Summit EU 2024 - PULP Platform","tech/soc-pm","src-pulp-platform-docs-riscvmunich2024-riscv-summit-eu-202.md"
"Untitled","tech/soc-pm","src-pulp-platform-docs-riscvmunich2024-riscv-summit-eu.md"
"Qualcomm and Bosch Showcase New Central Vehicle Computer for Digital Cockpit and Driver Assistance Functions at CES 2024","industry/car-infotainment","src-qualcomm-news-releases-2024-01-qualcomm-and-bosch.md"
"鍦ㄦ爲鑾撴淳涓婂姩鎵嬪啓涓€涓皬 OS","tech/bsp","src-raspberry-pi-os-dev.md"
"LG OLED evo G5 (2025) vs evo G4 (2024): what's different?","industry/tv","src-redaktor-tech-lg-oled-evo-g5.md"
"Renesas Unveils Industry's First Automotive Multi-Domain SoC Built with 3-nm Process Technology","industry/car-infotainment","src-renesas-en-about-newsroom-renesas-unveils-indust.md"
"AS3824 - 16-Channel Local Dimming LED Backlight Controller","tech/tv-backlight","src-renesas-en-products-as3824.md"
"Automotive Cockpit Domain Controller Research Report, 2025","industry/car-infotainment","src-researchandmarkets-reports-5867893-automotive-cock.md"
"Automotive Cockpit Domain Controller Research Report, 2025","industry/car-infotainment","src-researchandmarkets-reports-5867893-automotive-cockpit-domai.md"
"China Passenger Car Cockpit Multi/Dual Display Research Report, 2023-2024 - ResearchInChina","industry/car-infotainment","src-researchinchina-htmls-report-2024-74971html.md"
"Automotive Cockpit SoC Research Report, 2024 - ResearchInChina","industry/car-infotainment","src-researchinchina-htmls-report-2024-74973html.md"
"Meta Waveguide Provider Claims ""world's first"" 70掳 FoV Waveguide","industry/smart-glasses","src-roadtovr-meta-waveguide-provider-lumus-zoe-70-deg.md"
"Agile in Hardware: The Future of Agile Hardware Development, A Case Study From High Power Semiconductor Industry With Milad Maleki and Markus Thut - Scrum Master Toolbox Podcast","tech/soc-pm","src-scrum-master-toolbox-2024-11-podcast-agile-in-hard.md"
"Agile in Hardware - The Future of Agile Hardware Development, A Case Study From High Power Semiconductor Industry","tech/soc-pm","src-scrum-master-toolbox-2024-11-podcast-agile-in-hardware-the-fu.md"
"Secure boot鍏ラ棬 1鍩烘湰姒傚康鍜屾鏋?page_type: source","tech/bsp","src-secure-boot入门-1基本概念和框架.md"
"Secure boot鍏ラ棬 2fip鍖呭姞杞絠mage娴佺▼","tech/bsp","src-secure-boot入门-2fip包加载image流程.md"
"Secure boot鍏ラ棬 3闀滃儚楠岀鍩虹鍙婁唬鐮佸垵鎺?page_type: source","tech/bsp","src-secure-boot入门-3镜像验签基础及代码初探.md"
"Secure boot鍏ラ棬 4闀滃儚楠岀浠ｇ爜鍒嗘瀽","tech/bsp","src-secure-boot入门-4镜像验签代码分析.md"
"By default BL31 encryption disabled","tech/bsp","src-secureboot入门-5镜像加密签名打包.md"
"secureboot鍏ラ棬 6瀹夊崜AVB瀹夊叏鍚姩鍩虹","tech/bsp","src-secureboot入门-6安卓avb安全启动基础.md"
"bin2header宸ュ叿鎴戝湪AVB绯诲垪鍗氬涓?AVB涓皢鍏挜杞崲鎴愬瓧绗︽暟缁勫ご鏂囦欢鐨勫疄鐜?鏈変粙缁?page_type: source","tech/bsp","src-secureboot入门-7安卓avb校验代码分析.md"
"secureboot鍏ラ棬 8纭欢鏉傝皥鍜屾眹鎬?page_type: source","tech/bsp","src-secureboot入门-8硬件杂谈和汇总.md"
"Semaphore 涓?Mutex 鐨勫尯鍒?page_type: source","tech/bsp","src-semaphore-vs-mutex.md"
"semaphore鍜宮utex鐨勫尯鍒紵   浜屽緥鑳屽弽 鐨勫洖绛?page_type: source","tech/bsp","src-semaphore和mutex的区别-二律背反-的回答.md"
"CXL Memory Module Box CMM-B | Samsung Semiconductor Global","tech/dram","src-semiconductor-news-events-tech-blog-cxl-memory-mod.md"
"Innovative Memory Solution Samsungs MCRDIMM Targets High-Performance Computing | Samsung Semiconductor Global","tech/dram","src-semiconductor-news-events-tech-blog-innovative-mem.md"
"How AI And Connected Workflows Will Close The Verification Bottleneck","tech/soc-pm","src-semiengineering-how-ai-and-connected-workflows-wil.md"
"How AI And Connected Workflows Will Close The Verification Bottleneck","tech/soc-pm","src-semiengineering-how-ai-and-connected-workflows-will-clos.md"
"Semiconductor Engineering - Deep Insights For Chip Engineers","tech/soc-pm","src-semiengineering.md"
"Keysight EDA at the 2024 Design Automation Conference","tech/soc-pm","src-semiwiki-eda-346400-keysight-eda-at-61dac-its-big.md"
"Keysight EDA 2024 Delivers Shift Left for Chiplet and PDK Workflows","tech/soc-pm","src-semiwiki-eda-keysight-eda-336039-keysight-eda-202.md"
"SemiWiki - The Open Forum for Semiconductor Professionals","tech/soc-pm","src-semiwiki.md"
"Smart Eye CES 2024 Press Content","industry/car-infotainment","src-smarteye-wp-content-uploads-2023-12-ces-2024-coll.md"
"SMP澶氭牳鍚姩锛堜竴锛夛細spin table","tech/bsp","src-smp多核启动-一-spin-table.md"
"SMP澶氭牳鍚姩锛堜簩锛夛細PSCI","tech/bsp","src-smp多核启动-二-psci.md"
"SoC 101锛堝叚锛夛細Memory","tech/soc-pm","src-soc-101-六-memory.md"
"SOC 鍚姩娴佺▼璇﹁В锛圦emu + ATF + U-Boot + Linux锛?page_type: source","tech/bsp","src-soc-bootflow-detailed.md"
"SOC浣庡姛鑰?AVS涓嶥VFS","tech/soc-pm","src-soc低功耗-avs与dvfs.md"
"SoC鍏ラ棬 1鑺墖鐮旂┒妗嗘灦锛堜笂锛?page_type: source","tech/soc-pm","src-soc入门-1芯片研究框架-上.md"
"SoC鍏ラ棬 2鑺墖鐮旂┒妗嗘灦锛堜笅锛?page_type: source","tech/soc-pm","src-soc入门-2芯片研究框架-下.md"
"SOC鍚姩娴佺▼","tech/bsp","src-soc启动流程.md"
"SoC甯哥敤澶栬瀛樺偍璁惧  PSRAM","tech/dram","src-soc常用外设存储设备-psram.md"
"SoC甯哥敤澶栬鎺ュ彛  涓茶鍗忚IIC銆乁ART銆丼PI瀵规瘮","tech/peripheral","src-soc常用外设接口-串行协议iic-uart-spi对比.md"
"SoC杞欢鎶€鏈? 鏍搁棿閫氫俊","tech/bsp","src-soc软件技术-核间通信.md"
"杞腑鏂?CPU 寮€閿€鍒嗘瀽","tech/bsp","src-softirq-cpu-overhead.md"
"2025鏄剧ず鎶€鏈?绁炰粰鎵撴灦""锛孯GB-Mini LED""涓婁綅""锛孮D-OLED鍏夌幆瑜幓","industry/tv","src-sohu-a-881791417-365505.md"
"2025鏄剧ず鎶€鏈€滅浠欐墦鏋垛€?RGB-Mini LED鈥滀笂浣嶁€?QD-OLED鍏夌幆瑜幓_浜害_鐢佃_宄板€?page_type: source","industry/tv","src-sohu-a-881791417_365505.md"
"""STMicroelectronics Training Resource""","tech/peripheral","src-st-content-ccc-resource-training-technical.md"
"""STMicroelectronics Application Note AN4013""","tech/peripheral","src-st-resource-en-application-note-an4013-intr.md"
"""STMicroelectronics Application Note AN4277""","tech/peripheral","src-st-resource-en-application-note-an4277-how.md"
"Untitled","tech/peripheral","src-st-resource-en-application_note-an4013-intr.md"
"Untitled","tech/peripheral","src-st-resource-en-application_note-an4277-how.md"
"STM32 Flash 纾ㄦ崯鍧囪　绠楁硶","tech/bsp","src-stm32-flash-wear-leveling.md"
"STM32鍐呴儴Flash浣跨敤纾ㄦ崯鍧囪　绠楁硶(Erase Leveling)","tech/bsp","src-stm32内部flash使用磨损均衡算法-erase-leveling.md"
"AI-Powered In-Vehicle Cockpit and Assistant Market Report, Industry and Market Size & Revenue, Share, Forecast 2024鈥?030","industry/car-infotainment","src-strategicmarketresearch-market-report-ai-powered-i.md"
"AI-Powered In-Vehicle Cockpit and Assistant Market Report, Industry and Market Size & Revenue, Share, Forecast 2024鈥?030","industry/car-infotainment","src-strategicmarketresearch-market-report-ai-powered-in-vehicle-cock.md"
"Display Timing Controller (TCON) Market Size ($5.1 Billion) 2030","industry/tv","src-strategicmarketresearch-market-report-display-timi.md"
"Display Timing Controller (TCON) Market Size ($5.1 Billion) 2030","industry/tv","src-strategicmarketresearch-market-report-display-timing-controller.md"
"AI-Driven Bug Discovery & Faster Coverage Closure in Chip Design | Synopsys","tech/soc-pm","src-synopsys-blogs-chip-design-ai-driven-bug-discover.md"
"How NVIDIA Uses Functional Verification Tools | Synopsys Blog","tech/soc-pm","src-synopsys-blogs-chip-design-vso-ai-nvidiahtml.md"
"Silicon to Systems Blog | Synopsys","tech/soc-pm","src-synopsys-blogs-chip-design.md"
"Synopsys Accelerates Next-Level Chip Innovation on TSMC Advanced Processes","tech/dram","src-synopsys-tsmc-advanced-processes.md"
"DDR4 SDRAM - Initialization, Training and Calibration - systemverilog.io","tech/dram","src-systemverilog-design-ddr4-initialization-and-calib.md"
"Featured Analysis | TechInsights","industry/smart-glasses","src-techinsights-about-techinsights-overview-newsroom-.md"
"Featured Analysis | TechInsights","industry/smart-glasses","src-techinsights-about-techinsights-overview-newsroom-fea.md"
"TEE涓殑SCMI鏈嶅姟涓嶴CP鍥轰欢","tech/bsp","src-tee中的scmi服务与scp固件.md"
"TEE瀹夊叏鏀婚槻涔嬪唴瀛橀殧绂?銆怬PTEE銆?page_type: source","tech/bsp","src-tee安全攻防之内存隔离-optee.md"
"绋嬪簭鐨?text銆乨ata銆乥ss 娈?page_type: source","tech/bsp","src-text-data-bss-segments.md"
"TI LED Backlight Driver Technical Document (SLVAEF3)","tech/tv-backlight","src-ti-lit-pdf-slvaef3.md"
"I Just Saw the Future of AR Glasses 鈥?Qualcomm and VoxelSensors Partnership","industry/smart-glasses","src-tomsguide-computing-smart-glasses-i-just-saw-the-f.md"
"I just tested the futuristic Rokid Glasses","industry/smart-glasses","src-tomsguide-computing-smart-glasses-i-just-tested-th.md"
"2024 Mini LED Backlight Market In-depth Analysis of Four Major Aspects","industry/tv","src-trendforce-news-2024-08-29-2024-mini-led-backlight.md"
"[News] Micron Ships World鈥檚 First 1纬-Based LPDDR5X Sample, Marking Industry鈥檚 Thinnest Design","tech/dram","src-trendforce-news-2025-06-04-news-micron-ships-world.md"
"u boot涓湁濂藉start.s,鎬庝箞纭畾浠庡摢涓紑濮嬫墽琛屽晩锛?  闂厜鍚inux 鐨勫洖绛?page_type: source","tech/bsp","src-u-boot中有好多start-s-怎么确定从哪个开始执行啊-闪光吧linux-的回答.md"
"UART鎺ユ敹鏈虹殑娉㈢壒鐜囧宸?page_type: source","tech/peripheral","src-uart接收机的波特率容差.md"
"uboot 3閾炬帴鑴氭湰鍜岀涓€闃舵鍚姩","tech/bsp","src-uboot-3链接脚本和第一阶段启动.md"
"U-Boot 鍚姩娴佺▼鍒嗘瀽","tech/bsp","src-uboot-bootflow-analysis.md"
"U-Boot 寮€鍙戠殑鍑犱釜鏍稿績闂","tech/bsp","src-uboot-core-issues.md"
"U-Boot 椹卞姩妯″瀷锛圖M锛夎瑙?page_type: source","tech/bsp","src-uboot-dm-model.md"
"U-Boot 涓浣曠‘瀹氭墽琛屽摢涓?start.S","tech/bsp","src-uboot-start-s-determination.md"
"U-Boot","tech/bsp","src-uboot入门-1简介和运行.md"
"Use sed to remove leading zeros from PATCHLEVEL to avoid using octal numbers","tech/bsp","src-uboot入门-2makefile和编译.md"
"# Device Tree Control","tech/bsp","src-uboot入门-4命令行和驱动管理.md"
"uboot鍏ラ棬 5linux鍚姩鍓嶅","tech/bsp","src-uboot入门-5linux启动前夜.md"
"uboot鍏ラ棬 6绉绘瑕佺偣","tech/bsp","src-uboot入门-6移植要点.md"
"UEFI 浠ｇ爜鍔犺浇鏈哄埗","tech/bsp","src-uefi-loader.md"
"UEFI浠ｇ爜鏄敱璋佸姞杞界殑锛?  鑰佺嫾 鐨勫洖绛?page_type: source","tech/bsp","src-uefi代码是由谁加载的-老狼-的回答.md"
"UIO 鐢ㄦ埛绌洪棿璁惧椹卞姩鏈哄埗","tech/bsp","src-uio-driver-mechanism.md"
"TCL Introduces the QM8K Precise Dimming QD-Mini LED TV","tech/tv-backlight","src-us-blogs-press-releases-tcl-introduces-the.md"
"鐢ㄦ埛鎬佺洿鎺ユ搷绾电‖浠?鈥?UIO 妗嗘灦瀹炶返","tech/bsp","src-userspace-hardware-access.md"
"VLSI System Design SoC Labs - RISC-V Reference SoC Tapeout Program","tech/soc-pm","src-vlsisystemdesign-soc-labs.md"
"涓や竾瀛楁眹鎬伙綔2025鍏夊崥浼氾紝鐪嬪埌AR浜т笟鍏ㄩ潰鍟嗕笟鍖栫垎鍙戠殑鏇欏厜","industry/smart-glasses","src-vrtuoluo-543632html.md"
"""How Does SPI Work? A Comprehensive Guide for Digital and Hardware Engineers""","tech/peripheral","src-wevolver-article-how-does-spi-work-a-comprehensiv.md"
"""UART Protocol: Understanding Serial Communication for Engineers""","tech/peripheral","src-wevolver-article-uart-protocol-understanding-seri.md"
"2025骞村害澶囧彈鍏虫敞鐨勫崄澶R鎶€鏈?page_type: source","industry/smart-glasses","src-woshipm-ai-6341694html.md"
"EECS 2024-222 Technical Report","tech/soc-pm","src-www2-pubs-techrpts-2024-eecs-2024-222pdf.md"
"News - How Silicon Carbide (SiC) is crossing into AR glasses锛?page_type: source","industry/smart-glasses","src-xkh-semitech-news-how-silicon-carbide-sic-is-cross.md"
"How Silicon Carbide (SiC) is Crossing into AR Glasses","industry/smart-glasses","src-xkh-semitech-news-how-silicon-carbide-sic-is-crossing.md"
"Linux 闆舵嫹璐濇妧鏈?page_type: source","tech/bsp","src-zero-copy.md"
"TV Backlight 棰嗗煙鏂囩珷绱㈠紩","tech/tv-backlight","src-_article-index.md"
"涓€鏂囧交搴曟彮绉榣inux鎿嶄綔绯荤粺涔嬨€岄浂鎷疯礉銆嶏紒","tech/bsp","src-一文彻底揭秘linux操作系统之-零拷贝.md"
"涓€鏂囨悶鎳侺inux鐢垫簮绠＄悊锛堝悎闆嗭級","tech/bsp","src-一文搞懂linux电源管理-合集.md"
"涓€鏂囨悶鎳俵inux绯荤粺浼戠湢鍞ら啋","tech/bsp","src-一文搞懂linux系统休眠唤醒.md"
"涓€鏂囨悶鎳侽PTEE鐨勪腑鏂鐞嗘満鍒?page_type: source","tech/bsp","src-一文搞懂optee的中断处理机制.md"
"涓€鏂囨悶鎳俇EFI","tech/bsp","src-一文搞懂uefi.md"
"涓€鏂囩啛鎮塗rusted Firmware M","tech/bsp","src-一文熟悉trusted-firmware-m.md"
"涓€鏂囩湅鎳侴ICv3","tech/bsp","src-一文看懂gicv3.md"
"涓€鏂囪亰鑱奓inux Kernel鐨勫姞瀵嗗瓙绯荤粺銆怌rypto Subsystem銆?page_type: source","tech/bsp","src-一文聊聊linux-kernel的加密子系统-crypto-subsystem.md"
"涓€绡囪鏂囪閫廋ache浼樺寲","tech/dram","src-一篇论文讲透cache优化.md"
"涓€璧锋潵鐪嬬湅浠€涔堟槸TCB锛?page_type: source","tech/bsp","src-一起来看看什么是tcb.md"
"涓囧瓧闀挎枃锛氬畨鍏ㄥ惎鍔ㄤ箣SecureBoot鍚姩鍚э紙灏忕櫧涔熻兘鐪嬫噦锛侊級","tech/bsp","src-万字长文-安全启动之secureboot启动吧-小白也能看懂.md"
"涓庢枃蹇冧竴瑷€Battle涓€澶╁緱鍒癟rustZone瀛︿範鍦板浘","tech/bsp","src-与文心一言battle一天得到trustzone学习地图.md"
"涓轰粈涔?CPU 涓婚寰堥毦瓒呰繃 4GHz锛?  鑰佺嫾 鐨勫洖绛?page_type: source","tech/soc-pm","src-为什么-cpu-主频很难超过-4ghz-老狼-的回答.md"
"涓轰粈涔圓RM Server瑕佺敤ACPI锛烝CPI vs DeviceTree","tech/bsp","src-为什么arm-server要用acpi-acpi-vs-devicetree.md"
"涓轰粈涔圓SIC鐨勯鐜囧彲浠ヨ揪鍒癎Hz锛岃€孎PGA鍙兘杈惧埌鍑犵櫨MHz锛?  宀戝窛 鐨勫洖绛?page_type: source","tech/soc-pm","src-为什么asic的频率可以达到ghz-而fpga只能达到几百mhz-岑川-的回答.md"
"涓轰粈涔坢emory鍒剁▼姣擟PU鐨勫埗绋嬩綆锛?  鑰佺嫾 鐨勫洖绛?page_type: source","tech/soc-pm","src-为什么memory制程比cpu的制程低-老狼-的回答.md"
"涓轰粈涔堜笉鎶婂崡妗ラ泦鎴愯繘CPU锛烠PU鍜屽崡妗ヨ姱鐗囦腑浠€涔堣祫婧愭渶鐝嶈吹锛?page_type: source","tech/soc-pm","src-为什么不把南桥集成进cpu-cpu和南桥芯片中什么资源最珍贵.md"
"涓轰粈涔堝唴瀛樻祴璇曚笉鍙槸绠€鍗曠殑璇诲啓锛熶竴鏂囩湅鎳備粠浣嶈“鍑忓埌琛岃蛋1鐨?绉嶆祴璇曟柟娉?page_type: source","tech/dram","src-为什么内存测试不只是简单的读写-一文看懂从位衰减到行走1的8种测试方法.md"
"涓轰粈涔堝姞浜嗕竴涓?200鍐呭瓨鏉℃樉绀?933鍛紝鍘熸潵閭ｄ釜鍜屾柊鐨勫崟鐙娇鐢ㄩ兘鏄?200   鑰佺嫾 鐨勫洖绛?page_type: source","tech/dram","src-为什么加了一个3200内存条显示2933呢-原来那个和新的单独使用都是3200-老狼-的回答.md"
